id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
1955,30,10578,45492,72,2628,0.25,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
1956,58,10818,12518,18,1235,0.11,Öğrenci,Lise,Dul,Hayır,Temiz,Onay
1957,41,3696,22227,18,4754,1.29,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1958,40,17723,13403,72,18775,1.06,Emekli,Doktora,Evli,Hayır,Yeni,Ret
1959,64,2316,25468,72,2613,1.13,İşsiz,Doktora,Bekar,Evet,Temiz,Ret
1960,50,5981,59934,24,9980,1.67,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1961,35,12189,5992,12,11742,0.96,İşsiz,Doktora,Dul,Hayır,Gecikmeli,Ret
1962,44,4276,44351,18,2620,0.61,Emekli,Lisans,Dul,Hayır,Gecikmeli,Onay
1963,63,8430,55497,60,6727,0.8,Emekli,Lisans,Dul,Hayır,Gecikmeli,Ret
1964,18,12109,44998,36,22317,1.84,Çalışıyor,Lisans,Evli,Evet,Temiz,Onay
1965,24,7886,17345,24,11944,1.51,İşsiz,Yüksek,Dul,Hayır,Temiz,Ret
1966,45,4122,52763,48,4409,1.07,Emekli,Yüksek,Bekar,Hayır,Yeni,Ret
1967,47,4716,32449,24,5559,1.18,Çalışıyor,Lisans,Evli,Evet,Temiz,Ret
1968,50,18850,29113,36,555,0.03,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Onay
1969,60,7252,13402,60,13637,1.88,İşsiz,Doktora,Evli,Hayır,Yeni,Ret
1970,45,17671,34393,60,32844,1.86,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
1971,36,10853,45209,72,9732,0.9,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
1972,41,9126,39166,36,17642,1.93,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
1973,19,17732,34188,18,27028,1.52,Çalışıyor,Lise,Evli,Hayır,Yeni,Ret
1974,22,3182,38061,60,712,0.22,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
1975,27,15977,55998,24,7755,0.49,Emekli,Yüksek,Dul,Evet,Temiz,Onay
1976,52,14739,17320,24,15227,1.03,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
1977,49,4762,24103,72,7721,1.62,Emekli,Lise,Dul,Hayır,Yeni,Onay
1978,47,16359,38316,12,21588,1.32,Çalışıyor,Doktora,Evli,Hayır,Temiz,Onay
1979,43,17600,8082,18,27463,1.56,Öğrenci,Lisans,Bekar,Evet,Yeni,Ret
1980,21,18831,15675,72,28243,1.5,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1981,33,8733,5319,12,8450,0.97,Emekli,Yüksek,Dul,Evet,Temiz,Ret
1982,26,8743,50225,18,16381,1.87,Çalışıyor,Doktora,Evli,Evet,Yeni,Ret
1983,40,7266,44329,24,8411,1.16,Öğrenci,Lise,Dul,Hayır,Yeni,Ret
1984,23,18391,56858,24,7017,0.38,Çalışıyor,Lise,Bekar,Hayır,Yeni,Onay
1985,44,10471,34048,18,7122,0.68,Emekli,Yüksek,Dul,Hayır,Temiz,Onay
1986,47,18617,45805,60,36805,1.98,Emekli,Doktora,Dul,Evet,Yeni,Onay
1987,61,14173,33507,72,1805,0.13,Çalışıyor,Lisans,Bekar,Hayır,Yeni,Onay
1988,59,12478,33615,60,17240,1.38,Çalışıyor,Lise,Evli,Hayır,Yeni,Ret
1989,25,3058,10625,36,2519,0.82,Öğrenci,Lisans,Dul,Hayır,Temiz,Ret
1990,21,16614,66778,18,32288,1.94,Emekli,Yüksek,Evli,Hayır,Gecikmeli,Ret
1991,22,6799,31373,48,12577,1.85,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Ret
1992,55,16230,54129,72,26443,1.63,İşsiz,Yüksek,Bekar,Evet,Yeni,Ret
1993,20,5034,27909,48,3094,0.61,Öğrenci,Yüksek,Dul,Hayır,Temiz,Onay
1994,31,4742,46885,60,4991,1.05,Emekli,Lisans,Evli,Evet,Temiz,Ret
1995,41,12160,64799,18,14594,1.2,Çalışıyor,Doktora,Dul,Evet,Yeni,Onay
1996,32,15051,12157,24,19358,1.29,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Ret
1997,55,6809,16845,60,6821,1.0,Çalışıyor,Lise,Bekar,Hayır,Temiz,Ret
1998,61,16569,27935,18,31203,1.88,Çalışıyor,Lisans,Dul,Evet,Yeni,Ret
1999,32,10652,58513,24,5605,0.53,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
2000,54,10685,55883,48,10513,0.98,Emekli,Lise,Bekar,Hayır,Yeni,Onay
